HBA,HBD,HBA_Ratio,HBD_Ratio,Temperature_C,ln_gamma_b_sitosterol,ln_gamma_cellobiose,ln_gamma_gallic_acid,ln_gamma_glucose,ln_gamma_lignin,ln_gamma_lupeol,ln_gamma_oxalic_acid,ln_gamma_palmitic_acid,ln_gamma_phytol,ln_gamma_quercetin,ln_gamma_squalene,ln_gamma_sucrose,C_inf_b_sitosterol,C_inf_cellobiose,C_inf_gallic_acid,C_inf_glucose,C_inf_lignin,C_inf_lupeol,C_inf_oxalic_acid,C_inf_palmitic_acid,C_inf_phytol,C_inf_quercetin,C_inf_squalene,C_inf_sucrose,S_inf_b_sitosterol_vs_quercetin,S_inf_cellobiose_vs_quercetin,S_inf_gallic_acid_vs_quercetin,S_inf_glucose_vs_quercetin,S_inf_lignin_vs_quercetin,S_inf_lupeol_vs_quercetin,S_inf_oxalic_acid_vs_quercetin,S_inf_palmitic_acid_vs_quercetin,S_inf_phytol_vs_quercetin,S_inf_squalene_vs_quercetin,S_inf_sucrose_vs_quercetin
methanol,None,1,0,30,4.28384222243988,-2.56784279934704,-7.30490991335516,-0.958920363527383,0.044539734508869,5.59504452836654,-5.5557657675505,0.840170261655205,2.20727030770729,-6.44371785149672,5.59093456151554,-2.27045757959765,,,,,,,,,,,,,,,,,,,,,,,
methanol,None,1,0,35,4.23836467156639,-2.53049466450993,-7.0090551304172,-0.936658959744899,0.00302354833532339,5.56589482822877,-5.31039713138203,0.829183370512803,2.16905848425754,-6.21826010093553,5.50182751993041,-2.24458512144594,,,,,,,,,,,,,,,,,,,,,,,
methanol,None,1,0,40,4.19219770060806,-2.49557729357728,-6.72873760501478,-0.91606042197244,-0.0384608327508833,5.5352341684387,-5.07821818547514,0.816689284170648,2.13029473426023,-6.00480864338423,5.41094233447094,-2.22023575516079,,,,,,,,,,,,,,,,,,,,,,,
methanol,None,1,0,45,4.14534984016104,-2.46293583688306,-6.46298404486817,-0.897016174241511,-0.0798378183333821,5.50308890989779,-4.85836375286037,0.802780932362359,2.09099752967409,-5.80260158929631,5.31834542588902,-2.19730974808675,,,,,,,,,,,,,,,,,,,,,,,
methanol,None,1,0,50,4.0978300483163,-2.43242633649289,-6.21089541827488,-0.8794249295592,-0.121040282658698,5.46948647224672,-4.65003605579159,0.787544439548837,2.05118471938749,-5.61093481443469,5.22413812437813,-2.17571553774157,,,,,,,,,,,,,,,,,,,,,,,
methanol,None,1,0,55,4.04964613571234,-2.40391011587301,-5.97163451091841,-0.863189077051323,-0.162011157078401,5.43445488525365,-4.45249452365959,0.771059141584813,2.01087200259773,-5.42915103607106,5.12839291099447,-2.15536534932803,,,,,,,,,,,,,,,,,,,,,,,
methanol,None,1,0,60,4.00080886241117,-2.37726147332543,-5.74443035859216,-0.848219672885889,-0.202697565047435,5.39802498852944,-4.26505832070965,0.753399810869713,1.97007678992113,-5.25664578007124,5.03119762913775,-2.13618112447959,,,,,,,,,,,,,,,,,,,,,,,
methanol,None,1,0,65,3.95132860248678,-2.35235875192295,-5.52856278207568,-0.834430680009077,-0.243054762341381,5.36022899403259,-4.08709400581093,0.734635840981938,1.92881504082397,-5.09285308485949,4.93264198195966,-2.11808753075395,,,,,,,,,,,,,,,,,,,,,,,
methanol,None,1,0,70,3.90121774494624,-2.32908864772332,-5.3233636099128,-0.821741765436681,-0.283042587723231,5.32110176371743,-3.91801575514069,0.714832698159922,1.88710353781946,-4.93724793410725,4.83281885137943,-2.10101524778482,,,,,,,,,,,,,,,,,,,,,,,
methanol,None,1,0,75,3.85049035336189,-2.30734454266097,-5.12821096596261,-0.810077231927087,-0.322625518544169,5.28068070846228,-3.75728042482891,0.694052214855054,1.84495957265086,-4.78934155858489,4.73182350165016,-2.08489961233838,,,,,,,,,,,,,,,,,,,,,,,
methanol,None,1,0,80,3.79916230267766,-2.2870261195606,-4.9425254859765,-0.799365776332384,-0.36177211159447,5.23900586953623,-3.60438409760407,0.672353028777806,1.80240108910012,-4.64867857783108,4.62975315208916,-2.06968026217877,,,,,,,,,,,,,,,,,,,,,,,
methanol,None,1,0,85,3.7472513590982,-2.26803901637571,-4.76576690188083,-0.789540270893877,-0.400454528948967,5.19611992448193,-3.45885893971436,0.649790956296773,1.75944677639863,-4.51483441464861,4.52672965586947,-2.05530081614421,,,,,,,,,,,,,,,,,,,,,,,
methanol,None,1,0,90,3.69477780608827,-2.25029556470365,-4.59743225291899,-0.780538240515508,-0.438647491451346,5.15206848208154,-3.32027131818224,0.626419599662712,1.71611667602589,-4.38741425719449,4.42280669382466,-2.04170941016544,,,,,,,,,,,,,,,,,,,,,,,
methanol,None,1,0,95,3.64176210958752,-2.23371035460032,-4.43704796328562,-0.772299006688847,-0.476330473914399,5.10689862653589,-3.18821531284613,0.602289474128969,1.67243002917903,-4.26604577994281,4.31810700298389,-2.02885519304578,,,,,,,,,,,,,,,,,,,,,,,
methanol,None,1,0,100,3.588228877,-2.21820708834645,-4.28417609873908,-0.764768098322871,-0.513483059848988,5.06066110044698,-3.06231697142811,0.577450187800836,1.62840900335754,-4.15038604142531,4.21273189019718,-2.01669366480196,,,,,,,,,,,,,,,,,,,,,,,
ethanol,None,1,0,0,2.72416401667039,-1.90403273637224,-10.2292847711633,-0.629012149785157,1.79452529964321,3.73420984208382,-7.88495005228495,-0.402791266250701,1.12297319790322,-8.72617088223388,3.90862272402458,-1.54841606352838,,,,,,,,,,,,,,,,,,,,,,,
ethanol,None,1,0,5,2.6950891039219,-1.81375476292919,-9.75171750163627,-0.56831755499748,1.70681875991461,3.73105500854519,-7.48734873021918,-0.378949277309224,1.09832448519604,-8.34645659846485,3.84800521309169,-1.4820649525877,,,,,,,,,,,,,,,,,,,,,,,
ethanol,None,1,0,10,2.66575425516533,-1.73002242619371,-9.30156317005663,-0.512327339109437,1.6212348900134,3.72631619702075,-7.11311014612881,-0.357954240046332,1.07344691028435,-7.98871204154345,3.78585476552272,-1.420466440678,,,,,,,,,,,,,,,,,,,,,,,
ethanol,None,1,0,15,2.63614897967411,-1.65235683638471,-8.87690723020691,-0.46070162410812,1.5377919567672,3.72002996664623,-6.76054581469304,-0.339592064297047,1.04834488336644,-7.65137734629327,3.72219991771013,-1.36325235593716,,,,,,,,,,,,,,,,,,,,,,,
ethanol,None,1,0,20,2.60626262970461,-1.58031177450725,-8.47598863897815,-0.413123540542419,1.45649660795834,3.71223103402592,-6.42810562113854,-0.323666542616079,1.02302200714935,-7.33301606845662,3.65707563787987,-1.31008085748027,,,,,,,,,,,,,,,,,,,,,,,
ethanol,None,1,0,25,2.57608578094174,-1.51348376200212,-8.09719875955516,-0.369305475599418,1.37734853311215,3.70295220325961,-6.11437453784049,-0.309998824494032,0.99748236698374,-7.03231781267739,3.59052340274937,-1.26064516316733,,,,,,,,,,,,,,,,,,,,,,,
ethanol,None,1,0,30,2.54560961681024,-1.45149787144514,-7.73905615882378,-0.328979667099256,1.30033935890015,3.69222563634187,-5.81805200966824,-0.298424870110395,0.971729686371061,-6.74807512903683,3.5225908509771,-1.21466201388616,,,,,,,,,,,,,,,,,,,,,,,
ethanol,None,1,0,35,2.51482615315808,-1.39400489147562,-7.40019438812821,-0.291896219792814,1.22545382140855,3.68008338154034,-5.53794108755286,-0.288794052227998,0.945767450438436,-6.47917368609892,3.45333149682131,-1.17186946336361,,,,,,,,,,,,,,,,,,,,,,,
ethanol,None,1,0,40,2.48372919669867,-1.34068698085459,-7.07935973170994,-0.257826617010455,1.15267271726275,3.66655743256427,-5.27294508206172,-0.280968482135634,0.919599858273467,-6.22459260392848,3.38280456814858,-1.13203165699006,,,,,,,,,,,,,,,,,,,,,,,
ethanol,None,1,0,45,2.45231411744174,-1.29125021253065,-6.77539601111026,-0.226558806313053,1.0819726070977,3.6516804341657,-5.02205492011001,-0.274821361573808,0.893231520905729,-5.98339089759933,3.31106426507827,-1.0949326382574,,,,,,,,,,,,,,,,,,,,,,,
ethanol,None,1,0,50,2.42057766398151,-1.24541901030411,-6.48723209086293,-0.197893553847121,1.01332572957608,3.63548617570201,-4.78433862278243,-0.27023564345831,0.866667241790443,-5.75469649922437,3.23820048486452,-1.06037166146152,,,,,,,,,,,,,,,,,,,,,,,
ethanol,None,1,0,55,2.38851840452392,-1.20293793784531,-6.2138778320657,-0.171645541209904,0.94670149028507,3.61800967778756,-4.55893710612425,-0.267103318609032,0.839912488921077,-5.53770393726813,3.16427629104636,-1.02816459316548,,,,,,,,,,,,,,,,,,,,,,,
ethanol,None,1,0,60,2.35613729101407,-1.16357451786027,-5.95442177175824,-0.147645113293819,0.882068085573892,3.59928725263643,-4.3450613732477,-0.265324778430222,0.81297399889266,-5.33167363874456,3.08936912523399,-0.998146167020428,,,,,,,,,,,,,,,,,,,,,,,
ethanol,None,1,0,65,2.32343673668999,-1.12710830354212,-5.70801469566789,-0.125731246286687,0.819390684378363,3.57935702402461,-4.14197943028139,-0.264807392603799,0.785858819922937,-5.13591619670946,3.01355950687338,-0.970160728201976,,,,,,,,,,,,,,,,,,,,,,,
ethanol,None,1,0,70,2.29042145382839,-1.09333749780038,-5.47387233628814,-0.105755749519793,0.758633718364647,3.55825872407588,-3.94901734081425,-0.265465287469614,0.758575221840582,-4.94979661159786,2.93693075065172,-0.944067640376891,,,,,,,,,,,,,,,,,,,,,,,
ethanol,None,1,0,75,2.25709758061771,-1.06207018988898,-5.25126209950067,-0.0875776497635675,0.699759357544577,3.53603395297928,-3.76554859641207,-0.267218283154213,0.731131814807199,-4.77272156189189,2.85956803675203,-0.919733817414949,,,,,,,,,,,,,,,,,,,,,,,
ethanol,None,1,0,80,2.22347365805943,-1.03313222577814,-5.03950792086939,-0.0710681794825417,0.642729952085103,3.5127259244454,-3.5909969120391,-0.269991805896203,0.703538598170343,-4.60414565551267,2.7815582598201,-0.897040208170561,,,,,,,,,,,,,,,,,,,,,,,
ethanol,None,1,0,85,2.18955988814971,-1.0063603194609,-4.83797969695242,-0.0561063641658462,0.58750681002572,3.48837957510467,-3.42482770761132,-0.273716064813361,0.675806222372138,-4.44356130385499,2.70301231471387,-0.875875917141591,,,,,,,,,,,,,,,,,,,,,,,
ethanol,None,1,0,90,2.15536843004778,-0.981604227960405,-4.64609270335231,-0.0425803804073747,0.534051127888746,3.463041426866,-3.26654701006333,-0.278325747432033,0.647946328944529,-4.2904990238082,2.62397189176924,-0.856139946661476,,,,,,,,,,,,,,,,,,,,,,,
ethanol,None,1,0,95,2.12091247221465,-0.958719928872918,-4.46329763537467,-0.0303832138238672,0.482322657682759,3.43675947121914,-3.11569344860085,-0.283759425774716,0.619970648186985,-4.14451773617319,2.54454817631976,-0.837735373141327,,,,,,,,,,,,,,,,,,,,,,,
ethanol,None,1,0,100,2.08620754936308,-0.937579262916516,-4.28908856750553,-0.0194187378023619,0.432282394112218,3.40958300908692,-2.97184359410589,-0.289959569737375,0.591892373655936,-4.0052139241908,2.46482872218405,-0.820577429535354,,,,,,,,,,,,,,,,,,,,,,,
chloroform,None,1,0,0,-3.97970093823518,2.1462114919531,7.02186534616713,1.43475941068702,-21.311783730948,-1.66906524001532,7.60271866423385,-2.86258566542117,-4.49505610626235,8.3265241417914,-3.80655314524913,1.85391734340876,,,,,,,,,,,,,,,,,,,,,,,
chloroform,None,1,0,5,-3.84818849814288,2.43955067339397,6.8032213123298,1.63350514971115,-19.9733958675484,-1.59912627536422,7.4654245652085,-2.75075043226934,-4.35051174642848,8.11626872190944,-3.71953670895796,2.14293614444813,,,,,,,,,,,,,,,,,,,,,,,
chloroform,None,1,0,10,-3.72386803793681,2.70496893993917,6.59335543247123,1.81435871170796,-18.7200987609832,-1.53254646050383,7.32836588153786,-2.64720222506766,-4.2141813207906,7.91083931523347,-3.63911265044774,2.40561757956762,,,,,,,,,,,,,,,,,,,,,,,
chloroform,None,1,0,15,-3.6061647180459,2.944397692544,6.39175547862894,1.9784675222747,-17.5461480342367,-1.46906878731658,7.19203261712195,-2.55133229457218,-4.08542282503704,7.71019227593462,-3.56470725005974,2.64372007523331,,,,,,,,,,,,,,,,,,,,,,,
chloroform,None,1,0,20,-3.49457885325936,3.15962681691787,6.19794802733523,2.12690372617967,-16.4462580745865,-1.4084737108064,7.05678473932073,-2.46257864919941,-3.96367274876114,7.51426317438127,-3.49580527076387,2.85886738613839,,,,,,,,,,,,,,,,,,,,,,,
chloroform,None,1,0,25,-3.38866929706827,3.3523086700669,6.0114933625396,2.2606645139488,-15.415565771816,-1.35056945900634,6.92288785953512,-2.3804206108397,-3.84843000758905,7.32297080865925,-3.43193879607142,3.05255447860639,,,,,,,,,,,,,,,,,,,,,,,
chloroform,None,1,0,30,-3.28804459519803,3.52398083892824,5.83198632455038,2.38068473609838,-14.4495807980721,-1.29518826564794,6.79054367181969,-2.30437478611085,-3.73924627624087,7.13622788043873,-3.37268375447426,3.22617074967853,,,,,,,,,,,,,,,,,,,,,,,
chloroform,None,1,0,35,-3.19235526698363,3.67608017112024,5.65905469617078,2.48784450487305,-13.5441465419725,-1.24218255792797,6.65990875530648,-2.23399162241163,-3.63571795154888,6.9539457601496,-3.31765553938028,3.38101465843729,,,,,,,,,,,,,,,,,,,,,,,
