y_exp,y_pred,order
8.405497550964355469e+00,8.559423446655273438e+00,4.000000000000000000e+00
-1.010865879058837891e+01,-1.005453109741210938e+01,4.000000000000000000e+00
1.144272804260253906e+01,1.141297435760498047e+01,4.000000000000000000e+00
1.808760166168212891e+00,1.763221263885498047e+00,4.000000000000000000e+00
6.870171070098876953e+00,7.105083942413330078e+00,4.000000000000000000e+00
1.003834629058837891e+01,1.013215732574462891e+01,4.000000000000000000e+00
-1.839866280555725098e+00,-1.571707248687744141e+00,3.000000000000000000e+00
-3.346198081970214844e+00,-3.576169490814208984e+00,3.000000000000000000e+00
3.501999616622924805e+00,3.564747810363769531e+00,3.000000000000000000e+00
1.345758152008056641e+01,1.292590141296386719e+01,4.000000000000000000e+00
5.604301452636718750e+00,5.688735008239746094e+00,4.000000000000000000e+00
2.672703742980957031e+00,2.737066745758056641e+00,3.000000000000000000e+00
-1.396296596527099609e+01,-1.413480854034423828e+01,3.000000000000000000e+00
-9.687619209289550781e-01,-1.159217953681945801e+00,4.000000000000000000e+00
-4.413256168365478516e+00,-4.192378520965576172e+00,3.000000000000000000e+00
4.646569252014160156e+00,4.357855796813964844e+00,3.000000000000000000e+00
-1.120707130432128906e+01,-1.118354892730712891e+01,4.000000000000000000e+00
-1.441583538055419922e+01,-1.423662948608398438e+01,4.000000000000000000e+00
2.972495794296264648e+00,3.409414768218994141e+00,4.000000000000000000e+00
1.492007613182067871e+00,1.413778781890869141e+00,4.000000000000000000e+00
-9.896972656250000000e+00,-9.878057479858398438e+00,3.000000000000000000e+00
2.452075242996215820e+00,2.244657039642333984e+00,4.000000000000000000e+00
-1.146728610992431641e+01,-1.136943912506103516e+01,4.000000000000000000e+00
3.895679473876953125e+00,3.928697347640991211e+00,3.000000000000000000e+00
1.094901371002197266e+01,1.087645244598388672e+01,4.000000000000000000e+00
-2.544307708740234375e+00,-2.419367790222167969e+00,3.000000000000000000e+00
5.538250803947448730e-01,7.179703712463378906e-01,3.000000000000000000e+00
-1.053512001037597656e+01,-1.045410346984863281e+01,4.000000000000000000e+00
-9.737181663513183594e+00,-9.834487915039062500e+00,3.000000000000000000e+00
1.265303230285644531e+01,1.264819526672363281e+01,4.000000000000000000e+00
-1.680009269714355469e+01,-1.702450561523437500e+01,3.000000000000000000e+00
1.196144294738769531e+01,1.215459060668945312e+01,4.000000000000000000e+00
-1.661593055725097656e+01,-1.654299545288085938e+01,4.000000000000000000e+00
-8.021348953247070312e+00,-7.934013366699218750e+00,4.000000000000000000e+00
-1.767095947265625000e+01,-1.773236083984375000e+01,3.000000000000000000e+00
-1.123435592651367188e+01,-1.108997917175292969e+01,4.000000000000000000e+00
-2.883253335952758789e+00,-2.771055221557617188e+00,3.000000000000000000e+00
-1.132395267486572266e+01,-1.115346622467041016e+01,4.000000000000000000e+00
1.034148788452148438e+01,1.036557960510253906e+01,3.000000000000000000e+00
1.095623970031738281e+00,1.241299271583557129e+00,3.000000000000000000e+00
2.607931137084960938e+00,2.808255672454833984e+00,3.000000000000000000e+00
-8.825804710388183594e+00,-8.628334999084472656e+00,4.000000000000000000e+00
9.224378585815429688e+00,9.335768699645996094e+00,3.000000000000000000e+00
3.485994100570678711e+00,3.505328655242919922e+00,4.000000000000000000e+00
2.371151447296142578e+00,2.661212205886840820e+00,3.000000000000000000e+00
-1.689097785949707031e+01,-1.694908523559570312e+01,4.000000000000000000e+00
1.423771858215332031e+01,1.419367027282714844e+01,4.000000000000000000e+00
1.151554298400878906e+01,1.162363147735595703e+01,3.000000000000000000e+00
-1.326937580108642578e+01,-1.303978061676025391e+01,4.000000000000000000e+00
-6.271544694900512695e-01,-5.192055702209472656e-01,3.000000000000000000e+00
1.571241140365600586e+00,1.725224494934082031e+00,4.000000000000000000e+00
