y_exp,y_pred,order
8.405497550964355469e+00,8.319189071655273438e+00,4.000000000000000000e+00
-1.010865879058837891e+01,-1.036262321472167969e+01,4.000000000000000000e+00
1.144272804260253906e+01,1.139112949371337891e+01,4.000000000000000000e+00
1.808760166168212891e+00,1.829437375068664551e+00,4.000000000000000000e+00
6.870171070098876953e+00,6.883425712585449219e+00,4.000000000000000000e+00
1.003834629058837891e+01,1.013429737091064453e+01,4.000000000000000000e+00
-1.839866280555725098e+00,-1.898953199386596680e+00,3.000000000000000000e+00
-3.346198081970214844e+00,-3.548893690109252930e+00,3.000000000000000000e+00
3.501999616622924805e+00,3.455337524414062500e+00,3.000000000000000000e+00
1.345758152008056641e+01,1.318509960174560547e+01,4.000000000000000000e+00
5.604301452636718750e+00,5.348643302917480469e+00,4.000000000000000000e+00
2.672703742980957031e+00,2.710319757461547852e+00,3.000000000000000000e+00
-1.396296596527099609e+01,-1.400671291351318359e+01,3.000000000000000000e+00
-9.687619209289550781e-01,-1.329759001731872559e+00,4.000000000000000000e+00
-4.413256168365478516e+00,-4.152215957641601562e+00,3.000000000000000000e+00
4.646569252014160156e+00,4.313992023468017578e+00,3.000000000000000000e+00
-1.120707130432128906e+01,-1.059498405456542969e+01,4.000000000000000000e+00
-1.441583538055419922e+01,-1.429659652709960938e+01,4.000000000000000000e+00
2.972495794296264648e+00,3.563061714172363281e+00,4.000000000000000000e+00
1.492007613182067871e+00,1.410185217857360840e+00,4.000000000000000000e+00
-9.896972656250000000e+00,-1.001476097106933594e+01,3.000000000000000000e+00
2.452075242996215820e+00,2.000536680221557617e+00,4.000000000000000000e+00
-1.146728610992431641e+01,-1.150451278686523438e+01,4.000000000000000000e+00
3.895679473876953125e+00,3.831193208694458008e+00,3.000000000000000000e+00
1.094901371002197266e+01,1.105991744995117188e+01,4.000000000000000000e+00
-2.544307708740234375e+00,-2.575456142425537109e+00,3.000000000000000000e+00
5.538250803947448730e-01,6.989647150039672852e-01,3.000000000000000000e+00
-1.053512001037597656e+01,-1.054287242889404297e+01,4.000000000000000000e+00
-9.737181663513183594e+00,-9.990915298461914062e+00,3.000000000000000000e+00
1.265303230285644531e+01,1.219344997406005859e+01,4.000000000000000000e+00
-1.680009269714355469e+01,-1.668889427185058594e+01,3.000000000000000000e+00
1.196144294738769531e+01,1.181441211700439453e+01,4.000000000000000000e+00
-1.661593055725097656e+01,-1.670309448242187500e+01,4.000000000000000000e+00
-8.021348953247070312e+00,-8.018738746643066406e+00,4.000000000000000000e+00
-1.767095947265625000e+01,-1.735024452209472656e+01,3.000000000000000000e+00
-1.123435592651367188e+01,-1.150522136688232422e+01,4.000000000000000000e+00
-2.883253335952758789e+00,-2.575886726379394531e+00,3.000000000000000000e+00
-1.132395267486572266e+01,-1.140031147003173828e+01,4.000000000000000000e+00
1.034148788452148438e+01,1.004332637786865234e+01,3.000000000000000000e+00
1.095623970031738281e+00,1.410417079925537109e+00,3.000000000000000000e+00
2.607931137084960938e+00,2.414288043975830078e+00,3.000000000000000000e+00
-8.825804710388183594e+00,-8.247030258178710938e+00,4.000000000000000000e+00
9.224378585815429688e+00,9.322020530700683594e+00,3.000000000000000000e+00
3.485994100570678711e+00,3.712460517883300781e+00,4.000000000000000000e+00
2.371151447296142578e+00,1.961122989654541016e+00,3.000000000000000000e+00
-1.689097785949707031e+01,-1.671245765686035156e+01,4.000000000000000000e+00
1.423771858215332031e+01,1.409942245483398438e+01,4.000000000000000000e+00
1.151554298400878906e+01,1.175322914123535156e+01,3.000000000000000000e+00
-1.326937580108642578e+01,-1.305033969879150391e+01,4.000000000000000000e+00
-6.271544694900512695e-01,-1.083379626274108887e+00,3.000000000000000000e+00
1.571241140365600586e+00,1.643563747406005859e+00,4.000000000000000000e+00
1.314545989036560059e+00,1.168120384216308594e+00,4.000000000000000000e+00
-1.520390510559082031e+01,-1.529151725769042969e+01,4.000000000000000000e+00
-5.589431762695312500e+00,-5.559584617614746094e+00,4.000000000000000000e+00
-8.075431823730468750e+00,-8.248432159423828125e+00,3.000000000000000000e+00
9.189909934997558594e+00,9.138804435729980469e+00,4.000000000000000000e+00
1.819781303405761719e+01,1.757872390747070312e+01,3.000000000000000000e+00
-7.888831496238708496e-01,-1.538121104240417480e+00,3.000000000000000000e+00
-9.237004280090332031e+00,-9.312892913818359375e+00,3.000000000000000000e+00
5.196925640106201172e+00,5.096281528472900391e+00,3.000000000000000000e+00
1.409704589843750000e+01,1.392172431945800781e+01,4.000000000000000000e+00
-1.294511413574218750e+01,-1.271789073944091797e+01,4.000000000000000000e+00
-1.566150188446044922e+00,-1.664044141769409180e+00,3.000000000000000000e+00
-5.852833271026611328e+00,-5.503147602081298828e+00,3.000000000000000000e+00
1.795472621917724609e+00,1.579660654067993164e+00,3.000000000000000000e+00
4.625017940998077393e-01,5.832363367080688477e-01,3.000000000000000000e+00
1.302604198455810547e+01,1.224197006225585938e+01,3.000000000000000000e+00
-1.838212394714355469e+01,-1.786191368103027344e+01,4.000000000000000000e+00
1.615400910377502441e-01,1.068629324436187744e-01,3.000000000000000000e+00
1.887224078178405762e+00,1.885267496109008789e+00,4.000000000000000000e+00
1.099503040313720703e+01,1.075416946411132812e+01,4.000000000000000000e+00
1.843759155273437500e+01,1.977395629882812500e+01,4.000000000000000000e+00
1.738571763038635254e+00,7.732921838760375977e-01,3.000000000000000000e+00
-1.128224372863769531e+00,-7.955467700958251953e-01,4.000000000000000000e+00
-1.216124916076660156e+01,-1.241714191436767578e+01,4.000000000000000000e+00
4.532349586486816406e+00,4.497977256774902344e+00,4.000000000000000000e+00
6.367970943450927734e+00,6.060560703277587891e+00,3.000000000000000000e+00
1.525220632553100586e+00,1.373249530792236328e+00,4.000000000000000000e+00
2.201250791549682617e+00,2.214565277099609375e+00,3.000000000000000000e+00
-1.647038269042968750e+01,-1.583814907073974609e+01,4.000000000000000000e+00
4.219619750976562500e+00,4.055220603942871094e+00,3.000000000000000000e+00
3.098682880401611328e+00,3.051168680191040039e+00,3.000000000000000000e+00
-1.611783951520919800e-01,-6.342319250106811523e-01,3.000000000000000000e+00
6.231647968292236328e+00,6.289951324462890625e+00,4.000000000000000000e+00
-4.236721515655517578e+00,-4.250743389129638672e+00,4.000000000000000000e+00
1.027267694473266602e+00,9.828355312347412109e-01,4.000000000000000000e+00
1.469769477844238281e+00,1.713584065437316895e+00,3.000000000000000000e+00
-4.164854526519775391e+00,-4.555313110351562500e+00,4.000000000000000000e+00
1.345729255676269531e+01,1.360756301879882812e+01,3.000000000000000000e+00
-1.512742614746093750e+01,-1.532809638977050781e+01,4.000000000000000000e+00
-2.965917587280273438e+00,-3.305888414382934570e+00,3.000000000000000000e+00
7.347908020019531250e+00,7.545706272125244141e+00,4.000000000000000000e+00
2.296881437301635742e+00,2.222678661346435547e+00,4.000000000000000000e+00
-2.594749212265014648e+00,-2.816757202148437500e+00,3.000000000000000000e+00
1.131028747558593750e+01,1.097620201110839844e+01,4.000000000000000000e+00
-1.133632755279541016e+01,-1.121988296508789062e+01,3.000000000000000000e+00
2.993557214736938477e+00,2.602880716323852539e+00,3.000000000000000000e+00
3.754641294479370117e+00,3.831971168518066406e+00,3.000000000000000000e+00
-1.004415154457092285e+00,-1.107374548912048340e+00,4.000000000000000000e+00
-8.697817325592041016e-01,-8.607910871505737305e-01,3.000000000000000000e+00
1.399071931838989258e+00,7.612775564193725586e-01,3.000000000000000000e+00
-1.808998298645019531e+01,-1.853133201599121094e+01,3.000000000000000000e+00
-1.301066970825195312e+01,-1.318476581573486328e+01,4.000000000000000000e+00
-9.008282661437988281e+00,-9.321582794189453125e+00,4.000000000000000000e+00
6.424650669097900391e+00,6.681580066680908203e+00,4.000000000000000000e+00
2.267331600189208984e+00,2.275010585784912109e+00,3.000000000000000000e+00
3.096333980560302734e+00,2.931092262268066406e+00,3.000000000000000000e+00
7.340217828750610352e-01,7.820258140563964844e-01,3.000000000000000000e+00
